                   LOVE WAVE        MODE #  0
        T = 0.1250E+01 C =    0.6050E+00 U   = 0.5855E+00
        AL= 0.1770E+01 GAMMA= 0.7154E-02 ZREF= 0.0000E+00
    M       UT         TT       DC/DH      DC/DB      DC/DR
    1   0.100E+01  0.000E+00 -0.202E-01  0.105E+01 -0.298E-03
    2   0.354E-01 -0.846E+00 -0.263E-08  0.872E-03  0.214E-03
    3   0.157E-04 -0.838E-03 -0.317E-15  0.253E-09  0.894E-10
    4   0.469E-08 -0.449E-06 -0.109E-22  0.303E-16  0.137E-16
    5   0.143E-11 -0.165E-09 -0.358E-30  0.310E-23  0.151E-23
    6   0.444E-15 -0.544E-13  0.000E+00  0.309E-30  0.154E-30
    7   0.129E-18 -0.185E-16  0.000E+00  0.000E+00  0.000E+00
    8   0.322E-22 -0.671E-20  0.000E+00  0.000E+00  0.000E+00
    9   0.780E-26 -0.224E-23  0.000E+00  0.000E+00  0.000E+00
   10   0.204E-29 -0.659E-27  0.000E+00  0.000E+00  0.000E+00
   11   0.544E-33 -0.186E-30  0.000E+00  0.000E+00  0.000E+00
   12   0.000E+00 -0.507E-34  0.000E+00  0.000E+00  0.000E+00
   13   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   14   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   15   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   16   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   17   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   18   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   19   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   20   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   21   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   22   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   23   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   24   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   25   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   26   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   27   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   28   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   29   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   30   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   31   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   32   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   33   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   34   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   35   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   36   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   37   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   38   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   39   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   40   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   41   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
