                      RAYLEIGH WAVE      MODE #  0
        T = 0.1750E+01 C =    0.5697E+00 U   = 0.5366E+00
        AR= 0.1802E+01 GAMMA= 0.5484E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.577E+00  0.000E+00  0.100E+01  0.000E+00 -0.353E-01  0.105E-01  0.984E+00 -0.678E-03
    2  -0.191E-01  0.838E+00  0.264E-01 -0.941E+00 -0.277E-06  0.194E-05  0.184E-02  0.486E-03
    3  -0.739E-04  0.658E-02  0.888E-04 -0.704E-02 -0.226E-11  0.215E-10  0.343E-07  0.126E-07
    4  -0.185E-06  0.287E-04  0.212E-06 -0.302E-04 -0.550E-17  0.149E-15  0.275E-12  0.127E-12
    5  -0.491E-09  0.907E-07  0.547E-09 -0.942E-07 -0.123E-22  0.684E-21  0.207E-17  0.103E-17
    6  -0.128E-11  0.250E-09  0.140E-11 -0.257E-09 -0.208E-27  0.274E-26  0.143E-22  0.723E-23
    7  -0.294E-14  0.668E-12  0.317E-14 -0.684E-12 -0.262E-32  0.121E-31  0.806E-28  0.434E-28
    8  -0.551E-17  0.180E-14  0.590E-17 -0.185E-14  0.000E+00  0.000E+00  0.345E-33  0.209E-33
    9  -0.103E-19  0.462E-17  0.110E-19 -0.473E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   10  -0.217E-22  0.110E-19  0.230E-22 -0.112E-19  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   11  -0.470E-25  0.249E-22  0.494E-25 -0.254E-22  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   12  -0.104E-27  0.547E-25  0.109E-27 -0.556E-25  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   13  -0.227E-30  0.118E-27  0.236E-30 -0.120E-27  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   14  -0.490E-33  0.253E-30  0.508E-33 -0.257E-30  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   15  -0.105E-35  0.538E-33  0.108E-35 -0.544E-33  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   16   0.000E+00  0.114E-35  0.000E+00 -0.115E-35  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   17   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   18   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   19   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   20   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   21   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   22   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   23   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   24   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   25   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   26   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   27   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   28   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   29   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   30   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   31   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   32   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   33   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   34   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   35   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   36   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   37   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   38   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   39   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   40   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   41   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
