                      RAYLEIGH WAVE      MODE #  0
        T = 0.1500E+01 C =    0.5658E+00 U   = 0.5491E+00
        AR= 0.1946E+01 GAMMA= 0.6260E-02 ZREF= 0.0000E+00
    M       UR         TR        UZ         TZ        DC/DH      DC/DA      DC/DB      DC/DR
    1   0.583E+00  0.000E+00  0.100E+01  0.000E+00 -0.174E-01  0.944E-02  0.953E+00 -0.281E-03
    2  -0.130E-01  0.668E+00  0.176E-01 -0.742E+00 -0.193E-07  0.666E-06  0.758E-03  0.201E-03
    3  -0.189E-04  0.197E-02  0.223E-04 -0.209E-02 -0.195E-13  0.959E-12  0.201E-08  0.736E-09
    4  -0.166E-07  0.302E-05  0.188E-07 -0.316E-05 -0.560E-20  0.806E-18  0.200E-14  0.925E-15
    5  -0.152E-10  0.328E-08  0.167E-10 -0.339E-08 -0.146E-26  0.426E-24  0.178E-20  0.884E-21
    6  -0.135E-13  0.308E-11  0.146E-13 -0.316E-11 -0.285E-32  0.194E-30  0.143E-26  0.725E-27
    7  -0.105E-16  0.280E-14  0.113E-16 -0.286E-14  0.000E+00  0.000E+00  0.936E-33  0.504E-33
    8  -0.669E-20  0.257E-17  0.711E-20 -0.262E-17  0.000E+00  0.000E+00  0.000E+00  0.000E+00
    9  -0.424E-23  0.222E-20  0.448E-23 -0.227E-20  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   10  -0.300E-26  0.177E-23  0.316E-26 -0.181E-23  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   11  -0.218E-29  0.136E-26  0.228E-29 -0.138E-26  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   12  -0.162E-32  0.999E-30  0.168E-32 -0.101E-29  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   13  -0.118E-35  0.725E-33  0.123E-35 -0.734E-33  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   14   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   15   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   16   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   17   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   18   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   19   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   20   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   21   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   22   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   23   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   24   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   25   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   26   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   27   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   28   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   29   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   30   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   31   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   32   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   33   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   34   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   35   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   36   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   37   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   38   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   39   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   40   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
   41   0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00  0.000E+00
